ID	Source	SOURCE_coord	Dest	DEST_coord  count
1400	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	3297
1401	Springfield, IL Metro Area	 39.7990175,-89.6439575	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1163
1402	Springfield, IL Metro Area	 39.7990175,-89.6439575	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	1099
1403	Springfield, MA Metro Area	 42.1014831,-72.589811	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	4540
1404	Springfield, MA Metro Area	 42.1014831,-72.589811	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	1941
1405	Springfield, MA Metro Area	 42.1014831,-72.589811	Worcester, MA-CT Metro Area	 42.2625932,-71.8022934	1509
1406	Springfield, MO Metro Area	 37.2166779,-93.2920373	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	2322
1407	Springfield, MO Metro Area	 37.2166779,-93.2920373	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	1584
1408	Springfield, OH Metro Area	 39.9242266,-83.8088172	Dayton, OH Metro Area	 39.7589478,-84.1916069	1837
1409	St. Cloud, MN Metro Area	 45.5616075,-94.1642004	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	4572
1410	St. George, UT Metro Area	 37.104153,-113.5841313	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	1124
1411	St. George, UT Metro Area	 37.104153,-113.5841313	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	1469
1412	St. Joseph, MO-KS Metro Area	 39.7686055,-94.8466322	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	1522
1413	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Cape Girardeau, MO-IL Metro Area	 37.3058839,-89.5181476	1704
1414	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	4321
1415	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Columbia, MO Metro Area	 38.951883,-92.3337366	3323
1416	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1704
1417	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1988
1418	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Jefferson City, MO Metro Area	 38.577359,-92.1724265	1293
1419	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	3069
1420	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1077
1421	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1539
1422	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Springfield, MO Metro Area	 37.2166779,-93.2920373	4053
1423	State College, PA Metro Area	 40.7944504,-77.8616386	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	1213
1424	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	Modesto, CA Metro Area	 37.6390972,-120.9968782	3154
1425	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	3905
1426	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	3941
1427	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	1739
1428	Sumter, SC Metro Area	 33.9204354,-80.3414693	Columbia, SC Metro Area	 34.0007493,-81.0343313	1257
1429	Syracuse, NY Metro Area	 43.0481221,-76.1474244	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2828
1430	Syracuse, NY Metro Area	 43.0481221,-76.1474244	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	2072
1431	Syracuse, NY Metro Area	 43.0481221,-76.1474244	Utica-Rome, NY Metro Area	 43.1009031,-75.2326641	2015
1432	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	Jacksonville, FL Metro Area	 30.3321838,-81.655651	1275
1433	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2256
1434	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	1322
1435	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	1538
1436	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	1618
1437	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2611
1438	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	1108
1439	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	2296
1440	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	1225
1441	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1585
1442	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2014
1443	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Deltona-Daytona Beach-Ormond Beach, FL Metro Area	 28.9005446,-81.2636738	1541
1444	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	1074
1445	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Gainesville, FL Metro Area	 29.67357765,-82.3233746019217	2812
1446	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Homosassa Springs, FL Metro Area	 28.8035939,-82.5759329	1656
1447	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1089
1448	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Jacksonville, FL Metro Area	 30.3321838,-81.655651	2250
1449	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	4059
1450	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	1034
1451	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	4773
1452	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2688
1453	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	3811
1454	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Ocala, FL Metro Area	 29.1924213,-82.1352047	1109
1455	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	6817
1456	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	1280
1457	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Port St. Lucie, FL Metro Area	 27.2939333,-80.3503283	1440
1458	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	1015
1459	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Sebastian-Vero Beach, FL Metro Area	 27.816415,-80.4706078	1091
1460	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	2940
1461	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	1091
1462	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1995
1463	Terre Haute, IN Metro Area	 39.4667025,-87.4139119	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	1956
1464	Toledo, OH Metro Area	 41.6786754,-83.5127283	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	1188
1465	Toledo, OH Metro Area	 41.6786754,-83.5127283	Columbus, OH Metro Area	 39.9622601,-83.0007065	2283
1466	Toledo, OH Metro Area	 41.6786754,-83.5127283	Monroe, MI Metro Area	 41.9145037,-83.3968252	1466
1467	Topeka, KS Metro Area	 39.049011,-95.677556	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	1701
1468	Topeka, KS Metro Area	 39.049011,-95.677556	Lawrence, KS Metro Area	 38.9719384,-95.2359496	1097
1469	Trenton, NJ Metro Area	 40.2170575,-74.7429463	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	8571
1470	Trenton, NJ Metro Area	 40.2170575,-74.7429463	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	4897
1471	Tucson, AZ Metro Area	 32.2218917,-110.9262353	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	1367
1472	Tucson, AZ Metro Area	 32.2218917,-110.9262353	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	11508
1473	Tucson, AZ Metro Area	 32.2218917,-110.9262353	Sierra Vista-Douglas, AZ Metro Area	 31.5455709,-110.2772249	1188
1474	Tulsa, OK Metro Area	 36.1556805,-95.9929113	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2188
1475	Tulsa, OK Metro Area	 36.1556805,-95.9929113	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1076
1476	Tulsa, OK Metro Area	 36.1556805,-95.9929113	Lafayette, LA Metro Area	 30.2240897,-92.0198427	1097
1477	Tulsa, OK Metro Area	 36.1556805,-95.9929113	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	5189
1478	Tuscaloosa, AL Metro Area	 33.490251,-86.859181	Birmingham-Hoover, AL Metro Area	 33.570499,-86.765783	2856
1479	Tyler, TX Metro Area	 32.3512601,-95.3010624	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2105
1480	Tyler, TX Metro Area	 32.3512601,-95.3010624	Longview, TX Metro Area	 32.5007038,-94.7404891	1185
1481	Utica-Rome, NY Metro Area	 43.1009031,-75.2326641	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1243
1482	Utica-Rome, NY Metro Area	 43.1009031,-75.2326641	Syracuse, NY Metro Area	 43.0481221,-76.1474244	1909
1483	Valdosta, GA Metro Area	 30.8327022,-83.2784851	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1649
1484	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	3577
1485	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	5798
1486	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	Santa Rosa, CA Metro Area	 38.4404,-122.7141	1172
1487	Victoria, TX Metro Area	 28.8052674,-97.0035982	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1343
1488	Vineland-Bridgeton, NJ Metro Area	 39.473152,-75.0020265495217	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1060
1489	Vineland-Bridgeton, NJ Metro Area	 39.473152,-75.0020265495217	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2007
1490	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1522
1491	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	1075
1492	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Blacksburg-Christiansburg-Radford, VA Metro Area	 37.2296566,-80.4136767	1408
1493	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Charlottesville, VA Metro Area	 38.029306,-78.4766781	1030
1494	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1769
1495	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Honolulu, HI Metro Area	 21.3250785,-157.846644178573	1003
1496	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Jacksonville, FL Metro Area	 30.3321838,-81.655651	1925
1497	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Lynchburg, VA Metro Area	 37.40088,-79.1844923945909	1052
1498	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2287
1499	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	1204
1500	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Richmond, VA Metro Area	 37.5407,-77.4360	7387
1501	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	1498
1502	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	8068
1503	Visalia-Porterville, CA Metro Area	 36.3302284,-119.2920585	Bakersfield, CA Metro Area	 35.3738712,-119.0194639	1499
1504	Visalia-Porterville, CA Metro Area	 36.3302284,-119.2920585	Fresno, CA Metro Area	 36.7295295,-119.708861260756	2673
1505	Visalia-Porterville, CA Metro Area	 36.3302284,-119.2920585	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	1156
1506	Waco, TX Metro Area	 31.549333,-97.1466695	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	1884
1507	Waco, TX Metro Area	 31.549333,-97.1466695	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2318
1508	Waco, TX Metro Area	 31.549333,-97.1466695	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1723
1509	Waco, TX Metro Area	 31.549333,-97.1466695	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	1195
1510	Warner Robins, GA Metro Area	 32.6209775,-83.5999048	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1832
1511	Warner Robins, GA Metro Area	 32.6209775,-83.5999048	Macon, GA Metro Area	 32.8406946,-83.6324022	2200
1512	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	3881
1513	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	1469
1514	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	24801
1515	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Blacksburg-Christiansburg-Radford, VA Metro Area	 37.2296566,-80.4136767	4958
1516	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	4019
1517	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	California-Lexington Park, MD Metro Area	 38.3004029,-76.5074542	2731
1518	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	2883
1519	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Charlottesville, VA Metro Area	 38.029306,-78.4766781	3715
1520	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3136
1521	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Colorado Springs, CO Metro Area	 38.8339578,-104.8253485	1165
1522	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Columbus, OH Metro Area	 39.9622601,-83.0007065	1518
1523	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	3674
1524	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	3004
1525	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Durham-Chapel Hill, NC Metro Area	 36.0181316,-78.8751582	1378
1526	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Hagerstown-Martinsburg, MD-WV Metro Area	 39.6419219,-77.7202641	5680
1527	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Harrisonburg, VA Metro Area	 38.4493315,-78.8688833	2866
1528	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Honolulu, HI Metro Area	 21.3250785,-157.846644178573	1001
1529	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	3789
1530	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	1068
1531	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Jacksonville, FL Metro Area	 30.3321838,-81.655651	1869
1532	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Jacksonville, NC Metro Area	 34.7494749,-77.4208221	1655
1533	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	1070
1534	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	3819
1535	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Lynchburg, VA Metro Area	 37.40088,-79.1844923945909	1074
1536	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	3041
1537	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	1113
1538	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Morgantown, WV Metro Area	 39.6296809,-79.9559437	1082
1539	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	1173
1540	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	1223
1541	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	9875
1542	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	1503
1543	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Pensacola-Ferry Pass-Brent, FL Metro Area	 30.421309,-87.2169149	1221
1544	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	5290
1545	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	1476
1546	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	2129
1547	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	1031
1548	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Raleigh, NC Metro Area	 35.7803977,-78.6390989	2131
1549	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Richmond, VA Metro Area	 37.5407,-77.4360	10209
1550	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Roanoke, VA Metro Area	 37.2738215,-79.9602021478478	1015
1551	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	2858
